housing_median_age,total_rooms,total_bedrooms,population,median_house_value
37,1403,369,1587,232800
33,1266,415,1991,202800
26,1777,555,1966,211000
43,733,162,497,255300
23,7740,1943,4124,322800
35,367,113,398,166700
28,5956,1612,3571,272800
33,3108,805,1895,267700
39,5264,1259,3057,276600
38,1578,399,879,298400
35,2283,491,1148,318600
36,2021,433,1117,303100
33,2643,464,1015,363700
26,4670,1039,2103,333800
33,6841,950,2681,443300
36,4686,781,2254,343500
17,2742,441,986,496000
36,6090,1057,3081,343600
37,2586,495,1208,342700
34,4177,723,1586,395100
29,1617,235,758,469900
13,2888,546,1182,409300
40,1723,208,976,500001
31,2328,270,722,500001
32,4281,501,1318,500001
48,2560,322,921,500001
40,1777,207,577,500001
40,2529,293,831,500001
40,2959,389,985,500001
37,2848,328,852,500001
44,2581,437,1006,341700
39,2427,401,1178,352700
33,3687,852,3091,162600
36,2238,479,1949,157300
46,30,4,13,500001
36,1210,236,981,148900
36,2081,412,1931,160600
36,880,177,795,159400
25,1630,353,1546,173400
37,1576,334,1385,159400
35,1321,300,1133,159600
38,1276,314,955,155700
31,2247,573,1711,185600
30,1480,294,1126,166700
37,3373,815,2909,156600
37,1844,382,1634,145500
38,1560,301,1331,151500
30,4198,1244,2678,308600
27,5580,2009,4165,189000
39,1295,239,566,326400
42,1995,412,794,379600
45,2068,348,844,417800
50,196,41,76,412500
32,2663,661,1403,410200
47,2312,332,1044,500001
34,5419,1183,2002,500001
33,1828,396,766,500001
35,1025,242,388,500001
43,2061,437,817,460200
37,5257,1360,2128,394300
18,1636,414,853,464600
44,2237,347,948,500001
38,3383,456,1203,500001
39,4402,618,1616,500001
38,3626,528,1350,500001
35,1140,193,486,500001
40,2223,412,1050,444500
39,2392,420,937,472800
22,3294,744,1337,500001
33,1606,254,727,500001
23,5741,1012,1843,500001
16,1945,320,512,500001
47,932,167,295,500001
20,975,134,324,500001
28,564,72,191,500001
37,1296,194,540,500001
30,2612,338,980,500001
28,4518,578,1489,500001
17,3095,442,1173,500001
34,1476,217,613,500001
26,440,202,322,350000
34,1559,243,600,500001
32,2297,287,814,500001
34,2999,365,927,500001
41,830,136,353,500001
36,2410,361,934,500001
33,1601,223,629,500001
33,370,42,153,500001
28,1103,164,415,500001
30,6373,854,2149,500001
23,949,151,399,411300
18,2297,416,1086,334600
25,950,259,404,319200
22,1564,278,761,318500
15,4974,764,2222,364300
16,7077,1179,3502,345100
19,4768,807,2199,331100
15,3456,545,1527,368000
17,1574,262,672,355800
11,749,137,355,371800
21,1209,309,801,500000
17,11999,2249,5467,354300
21,1799,293,576,500001
33,1054,209,400,456300
52,573,102,232,500001
37,2607,534,1346,277700
30,2762,593,1581,319400
52,1746,315,941,286100
24,5652,1313,2312,295300
9,1830,353,1515,450000
24,2746,433,1076,348700
26,3578,677,1504,395000
28,1080,298,524,327300
28,1985,582,1092,290900
21,2377,322,1007,500001
26,3563,579,1479,438400
23,2077,306,705,500001
35,2703,654,1383,340400
26,4257,1031,1861,294500
30,2491,656,1091,279500
27,984,299,777,275000
46,1332,329,746,357400
36,1156,309,521,320600
33,1028,377,753,243800
18,1170,372,681,255000
31,1643,499,1253,267000
47,1572,417,790,279200
50,3265,509,1256,500001
52,1837,343,711,443000
37,1462,306,678,418400
48,2408,536,1005,458600
39,1486,467,758,320600
52,977,289,412,300000
32,3725,569,1304,500001
34,3262,533,1265,381800
35,2183,363,988,384400
41,2220,367,927,376000
43,1781,342,663,293800
39,1489,304,700,289900
48,2114,390,973,351100
44,2261,328,763,415600
27,1251,282,503,353000
29,2526,388,1092,383100
41,1989,271,666,500001
44,2440,485,1011,443600
35,1402,369,654,318800
43,1257,311,671,280600
37,2801,497,1150,387700
23,2600,398,917,500001
35,2700,422,1995,500001
26,2790,413,1014,500001
27,5509,1059,2591,500001
32,3202,537,1316,463800
30,1273,343,1082,228100
33,1961,462,1693,236000
49,1785,386,1267,251200
28,1814,526,849,364300
38,1452,354,1139,236800
39,1467,381,1404,241400
37,1673,444,1477,246700
23,1333,393,1369,232600
52,1364,460,804,293800
52,329,109,291,350000
41,725,239,582,362500
17,1826,544,1325,253600
52,302,112,392,258300
52,1838,692,851,237500
49,1560,436,1041,246900
39,1172,322,606,259100
50,840,279,488,258300
43,1802,557,1490,247900
52,1526,458,1633,226500
37,1635,427,1027,264700
31,1524,383,1257,250000
49,1610,370,961,260100
52,1759,387,980,261000
52,1411,324,1091,252900
23,2068,658,1898,230800
31,1034,319,997,231800
20,1648,319,905,335200
34,1706,276,628,364000
35,1604,334,904,336400
36,1846,358,748,326800
25,1858,493,865,312500
35,871,145,354,341800
27,3782,771,1742,395100
18,1225,317,694,255000
19,1215,360,1349,226500
19,2086,575,1701,236100
39,1383,459,677,281300
44,1208,357,603,500000
23,2982,837,1317,283200
26,3119,562,1459,340400
31,1997,299,826,500001
27,1448,404,978,261000
23,1364,227,638,413900
25,2024,312,907,392800
35,1853,375,878,335300
30,2365,417,1053,346200
29,1769,297,703,350000
26,1648,378,954,335000
34,1664,292,705,329400
32,1479,287,830,322600
42,1765,263,753,500001
34,3045,570,1002,500001
29,3865,814,1266,500001
32,1872,318,749,500001
33,3597,519,1207,500001
37,3188,442,984,500001
16,2665,391,794,500001
8,1705,400,886,297400
20,4489,800,2867,279700
24,3422,596,1763,301300
15,1112,256,411,314300
23,1414,365,889,250000
32,1921,394,951,346000
20,1834,477,1305,251000
22,2323,727,1301,300000
14,1671,383,1079,248700
28,3506,563,1362,500001
17,1951,368,681,500001
22,2512,426,919,425000
28,2718,542,1066,500001
35,622,170,278,335000
39,308,38,59,500001
17,4617,982,2303,230600
35,2469,553,1168,62100
17,2074,382,1035,400000
14,1289,277,693,230800
25,1337,219,671,226400
14,2647,515,1487,227900
15,2958,690,1348,215200
11,2137,339,916,394900
10,2426,426,966,290900
22,2136,465,1143,243100
17,921,189,434,500001
9,2536,499,832,309800
24,1601,282,731,259800
13,3942,585,1542,500001
18,1348,238,631,289400
18,2375,429,1048,375000
11,3478,588,1693,272300
18,2708,382,988,367000
16,2943,394,959,440000
11,586,125,317,84400
24,1874,319,820,390200
30,2992,609,1288,292900
12,3189,463,1200,226800
16,712,147,355,150000
20,3842,630,2490,120100
15,2143,286,929,269700
9,3124,415,1169,275100
4,1533,221,545,328700
13,2312,352,1084,194000
23,3415,778,1492,114800
11,1633,348,504,275000
26,2384,385,1323,157900
15,978,187,407,158000
17,3172,506,1538,168100
17,1932,347,874,141500
17,2649,386,1057,326800
24,2590,404,1093,341200
4,6986,1217,2801,212700
27,2019,354,1029,144700
30,2388,393,1117,164000
8,3119,620,1159,165500
24,2020,307,855,162500
30,1979,342,999,158000
28,2862,478,1384,158200
22,2580,381,1149,158600
18,2505,376,1162,195700
21,2131,329,1094,193000
26,1699,272,799,157700
4,3680,559,1678,201700
10,2197,329,1064,199600
32,1997,317,866,158900
15,1534,251,761,193600
52,1391,287,632,131500
33,3404,711,1579,146700
50,1966,413,985,136100
43,2020,344,692,181800
32,2844,551,1337,133700
4,2866,648,1311,186500
10,2980,585,1593,218300
21,2725,514,1466,128600
28,1433,270,1001,130100
20,1678,307,840,160700
24,2739,414,1171,162900
24,1799,470,1416,136900
31,3518,608,1386,151400
19,2298,511,1246,132000
19,2350,631,1291,130800
18,1932,350,1071,139800
16,2299,403,1245,148300
14,2069,343,1240,149800
9,2813,492,1144,226800
21,1774,263,724,152500
9,2712,428,1116,190100
8,1885,286,835,261000
6,5762,1115,2551,137300
22,1619,360,1509,110300
26,1705,344,1605,113700
25,1920,380,1434,129300
10,1897,354,1353,131300
29,2374,562,1617,108300
30,1685,315,1290,112500
21,2121,445,2211,117600
11,1299,280,1158,129200
39,1228,379,851,113300
34,1248,284,986,104200
26,1949,396,1575,121400
32,1574,447,1772,90200
24,2481,476,1101,147200
17,1368,308,642,109400
15,868,244,1133,87500
16,2098,558,1252,67500
38,3004,794,2601,106400
10,2207,644,2232,98500
29,1877,516,1634,122700
7,1479,532,1057,162500
26,1058,232,891,120600
24,1702,447,1240,115500
23,1353,345,1322,97800
27,1401,294,1306,83200
38,1145,297,1107,89100
5,2090,469,1911,86100
44,711,140,384,73800
29,17738,3114,12427,28300
26,3069,518,1524,136400
11,562,164,504,118800
22,1298,358,1272,117500
26,2364,604,1520,129400
8,2482,586,1427,120400
31,1438,320,816,128100
16,686,217,614,83300
8,787,126,446,163400
30,2330,422,1255,134600
27,2696,622,1322,135400
40,1051,235,574,111500
10,2143,593,1167,103300
14,885,223,533,109300
32,2193,430,1074,130200
16,2549,428,1486,150700
27,2253,382,1197,134700
30,2265,512,1402,134000
27,2215,578,1544,135300
21,1182,243,733,131600
25,980,276,896,87500
48,1408,301,682,146600
37,1697,334,740,148000
16,1912,406,1009,138000
17,1226,277,484,112500
34,2571,499,1105,150000
32,1840,309,828,172400
22,3231,549,1739,142400
7,3329,504,1462,198300
5,2904,702,1302,135200
4,3376,525,1684,166600
40,2162,395,1010,239300
4,1897,331,915,172600
26,1933,316,1001,134400
25,2445,368,983,180100
23,2441,463,1392,142200
15,2185,386,827,223100
21,1868,268,522,249300
17,2830,430,1035,207200
24,2387,385,1051,152700
21,2535,383,1012,183800
18,1868,315,747,290600
26,2353,389,1420,125800
33,2054,373,1067,128300
6,2187,277,697,307400
23,1450,642,1258,225000
25,2741,623,2272,216700
14,2307,650,5723,37500
14,2472,685,1292,229500
16,1734,365,962,282500
16,2206,541,1227,223100
22,2367,492,1333,312200
24,2001,365,1170,268800
24,2168,373,934,280900
28,977,162,537,274300
26,4424,616,1839,331200
28,1765,301,1173,276800
26,4382,618,1728,432200
22,3488,452,1479,384400
23,1915,277,724,348200
27,4724,793,2394,261400
25,2786,470,1669,268300
25,3160,507,1514,271200
17,2143,324,1073,402600
21,1241,248,746,425000
28,1062,309,1058,316700
24,1576,580,1630,325000
26,1626,375,1580,187500
24,3678,567,1554,334000
23,3172,588,1467,288900
24,3592,533,1683,333800
26,1739,402,599,198400
22,2239,475,1016,295400
14,961,305,662,206300
15,1482,345,669,112500
16,1414,463,793,150000
28,1992,531,1622,228200
35,796,281,567,260000
31,798,346,699,205000
22,2552,443,1066,342500
28,3318,441,1604,500001
20,3104,415,1061,500001
27,2674,419,1176,280200
27,3143,537,1760,271500
22,2845,500,1456,276400
25,1479,314,977,271800
28,2864,495,1364,353400
26,3611,563,2089,276200
38,1141,333,1028,182500
37,1525,363,1075,186100
30,2453,573,1845,210700
44,1668,380,1143,181900
47,1007,245,581,237500
52,1034,239,531,227100
42,2082,626,1396,185300
50,1345,287,791,245800
52,241,69,385,212500
35,357,120,377,204200
42,2101,524,1212,239200
52,2584,491,1087,391300
52,2009,338,841,295800
52,2962,557,1215,301100
44,1449,291,676,292200
44,2142,358,846,421000
34,1809,317,863,330500
35,2189,607,1193,240900
28,454,147,366,187500
52,2562,410,973,330600
52,2125,382,930,299500
34,197,44,152,200000
52,2212,563,1195,209500
49,658,318,467,200000
11,1283,390,718,166700
52,1009,231,929,162500
40,1547,625,1493,212500
6,1495,552,1087,225000
36,1904,689,3561,187500
48,1562,439,1469,177500
46,1197,416,898,190600
20,1106,494,851,350000
43,1423,467,1013,204200
52,1390,365,921,188900
42,2087,402,1342,199000
49,1728,350,1146,193000
47,2879,631,2229,183100
43,1185,296,933,170800
44,2019,615,1243,193800
43,1086,219,715,193500
37,1566,375,1223,174500
44,1267,353,1018,194400
52,1704,418,1336,183500
52,1170,215,604,325900
52,1087,166,650,309000
39,2479,541,1990,289100
52,867,232,1264,302900
27,3500,1036,3019,153700
46,1448,330,1094,174100
52,1557,424,1580,183700
29,5274,1625,6234,177300
40,2277,508,1718,185200
41,395,164,549,175000
35,3300,1154,3120,213600
37,3137,685,2048,270300
45,1192,371,1084,205900
42,1279,358,1254,192500
34,1014,246,952,172500
30,1242,338,1438,169300
40,1331,374,1276,172500
43,1105,241,982,184900
41,977,265,865,184800
52,1994,404,1014,223600
52,2125,431,1014,281100
48,1274,313,971,220600
42,1067,256,608,180800
16,2962,898,1555,216300
52,1460,492,1165,167500
37,818,269,576,250000
46,2451,472,1163,225800
51,2711,728,1607,184700
39,836,254,704,192600
31,1902,554,1485,165600
28,2089,641,1666,198400
50,1135,215,500,211300
5,2364,578,1102,246400
30,1680,312,858,280500
26,4348,814,2347,293000
16,1111,226,317,233300
26,2182,704,1638,229800
34,876,150,424,241100
26,3242,780,2100,247900
16,2111,485,1285,292500
29,1377,430,969,252800
13,6035,1551,2946,213900
14,6277,1742,3025,234200
36,2088,358,772,310100
35,1335,296,635,345800
28,3104,811,1488,332600
46,3052,587,1373,340000
39,3627,666,1531,345900
43,828,151,446,327600
31,2095,427,829,344700
31,616,131,185,265000
40,1844,340,719,235200
28,3085,552,1277,262800
47,1604,284,639,283300
52,2071,362,825,284800
47,2986,627,1399,247400
52,1456,269,582,296600
52,1575,284,629,312000
42,1867,398,927,247000
44,2026,396,908,274100
47,2355,426,961,282300
46,2639,448,938,331600
38,1568,351,710,286600
26,1797,244,626,424600
36,1389,225,623,283300
34,943,135,378,344600
36,945,149,371,320500
35,2189,307,800,426900
18,3597,664,1321,351400
36,2241,437,989,288200
32,1260,199,560,346700
34,2422,370,1010,376200
10,3163,832,1537,214000
18,4356,1334,1968,240000
27,2859,464,1144,327500
30,2862,544,1387,278100
23,1932,552,997,211900
39,1030,191,537,236900
43,2104,388,1137,238000
21,3843,716,1850,264200
10,3611,803,1599,248700
34,1482,255,584,264700
16,3942,749,1894,332800
39,1103,175,446,291300
33,1306,259,762,230700
36,3874,656,1826,258500
31,1944,343,975,240500
27,3028,486,1284,308800
33,3280,569,1583,253500
35,1855,345,985,255100
28,3428,753,1753,281000
26,6201,783,2381,397000
29,5536,862,2651,282100
30,4412,862,2168,232000
29,5650,817,2098,337300
33,3410,583,1739,255600
28,2714,502,1389,240400
20,5483,1079,2892,250000
28,4538,685,1996,263600
20,4447,661,2062,283300
25,4258,719,2290,267200
32,3776,620,1790,261100
32,3983,876,1989,255200
23,2705,449,1180,316500
26,1864,331,956,231700
25,3025,689,1755,218600
13,1893,487,1018,204700
13,1676,471,710,225900
24,968,240,631,240300
21,2080,352,1040,264500
26,1741,323,1007,234800
36,2959,529,1125,268800
35,2418,375,988,365400
34,4613,749,2050,302900
33,2951,529,1288,313100
32,4308,717,2002,281900
27,2019,335,1020,267400
24,4567,688,2102,289000
25,3319,531,1560,263300
28,1481,256,688,240900
39,1839,471,1528,184900
36,1471,360,1182,175800
38,1787,508,2113,177600
45,2213,564,1920,164200
24,1939,652,1808,112500
28,859,199,455,215900
6,3797,984,2437,152400
14,360,124,134,112500
16,2692,749,1674,191100
13,2519,581,2094,173400
19,2228,559,2845,172800
14,5762,1538,3979,192600
16,2987,874,4241,127900
19,735,158,597,188100
22,3015,581,2491,176300
16,1866,364,1835,212800
18,1892,568,974,228000
21,3305,749,2459,249600
14,6160,1222,2472,178400
17,4208,954,1476,87500
16,5684,1386,4203,185800
19,6275,1546,4312,178600
24,3403,656,2829,191900
4,2937,648,1780,160400
18,2749,633,1779,166100
19,11181,1895,7817,232700
17,1299,211,825,235800
15,5957,1037,3838,253100
17,2277,428,1887,217000
33,2873,489,1946,176400
10,1828,453,1356,123500
20,1649,408,1729,115200
33,1115,250,1168,178600
19,2644,833,2317,183100
31,1340,235,1336,179500
20,2308,461,2223,191000
16,2085,394,1705,222800
17,1887,664,1906,165300
22,2044,402,1925,177500
15,1504,294,1267,219400
14,2731,578,1109,139700
15,1898,395,1527,212500
26,2528,511,2677,164900
10,2506,623,2634,231400
23,3279,647,2582,175800
26,1125,210,943,181000
4,5532,778,3651,343000
25,1642,297,1146,231400
20,2686,414,1507,263900
20,2018,328,1196,262400
15,2781,498,1389,223300
21,1959,292,891,338400
18,1947,250,605,500001
8,3088,474,1799,355300
9,3160,468,1675,348400
11,3195,410,1774,378200
13,2978,505,1794,277800
18,3611,614,2381,231000
10,3283,550,2491,283700
10,2829,394,1510,359500
20,2473,476,2228,224200
23,1829,346,1277,217400
14,4412,924,2698,227600
6,2850,561,2160,241900
20,3034,451,1669,241300
5,4153,719,2435,286200
14,1870,348,1214,186500
15,1794,366,1533,209900
15,1807,378,1277,164500
16,906,149,605,235600
15,1929,345,1683,235600
21,2630,446,1789,232000
22,2199,361,1270,235700
25,2093,297,983,271500
10,5469,950,3083,241900
17,660,129,431,241000
12,1961,280,985,362700
7,1973,328,1047,292200
16,1649,228,769,302600
15,2267,348,1150,277900
6,3526,559,1378,335500
23,1801,415,548,133700
6,7292,1295,2468,294700
15,1486,310,455,221000
33,1019,191,938,165000
28,1535,330,1937,160100
26,1934,408,2059,163600
21,4559,1163,5124,179000
24,2298,575,2409,182400
23,7609,1446,6034,195300
28,3477,671,2990,172600
29,2396,452,2000,185500
27,2358,415,1562,192800
17,2529,423,1756,240700
27,2512,526,3033,162900
27,3127,610,3257,173600
21,6404,1232,6047,193400
26,1848,339,1952,182500
34,938,242,769,194500
35,2391,605,1886,182100
43,1536,371,1256,153300
27,1481,409,1505,137500
22,2914,768,2962,164000
29,3515,807,3572,160100
20,3375,867,4610,182200
15,8162,2124,8793,210300
15,3315,1042,2749,140100
15,3148,1116,3556,159600
18,1525,485,1705,128600
11,2109,592,2744,205900
31,1602,358,1179,156800
34,762,182,611,201800
12,12980,2568,8190,286500
31,5524,914,2848,229900
15,4430,992,3278,209900
33,835,181,781,195800
31,3633,843,2677,184800
43,821,149,370,209100
43,1461,284,800,182400
42,1237,232,900,187500
28,1579,339,1252,214800
40,802,149,445,196300
29,4045,885,3036,171700
22,3936,860,3508,183800
31,2914,715,3547,178600
41,1558,281,970,215200
26,2987,539,1931,213100
33,1624,337,1412,167600
34,1834,377,1450,161500
42,2913,577,1873,167900
34,2218,286,827,456500
37,4137,636,1569,286200
32,3747,665,1687,330800
29,570,76,244,416700
32,1650,246,768,320900
24,962,146,492,328000
22,3650,527,1637,325600
20,3189,420,1234,374100
9,2522,547,1591,259700
16,2655,487,1862,246800
16,1050,245,722,163500
16,3275,529,1863,269100
13,3334,565,2240,273900
17,3719,588,2089,273700
16,1767,268,1061,351600
19,4043,764,2196,268400
16,1334,389,1103,229800
17,1777,328,1235,258100
15,8748,1547,4784,276600
13,3752,572,1581,329400
25,2496,351,1034,320700
25,1866,271,840,288500
27,1145,150,492,348300
16,2998,603,1606,150000
42,42,14,26,500001
20,78,72,120,187500
14,6016,1404,3258,333700
14,3851,534,2052,335600
15,2052,405,1380,181100
2,1136,365,535,425000
3,4778,1047,2522,271400
3,4430,841,2559,272700
16,2391,369,1419,267800
21,1386,260,946,258500
25,1837,278,1006,265300
23,1793,319,1145,243200
16,2938,589,1718,178900
17,2156,435,1400,199100
16,1603,287,1080,266900
16,1489,262,945,267000
16,2411,420,1671,263600
12,4228,734,2594,299400
4,1646,408,853,265500
9,957,139,532,441000
17,3469,896,2762,245800
31,2573,474,1898,204100
22,3805,596,2118,254200
8,426,61,241,367900
19,12128,2112,6810,264500
24,3308,548,1891,248700
23,3224,652,2183,226900
20,5032,808,2695,264800
25,4430,729,2685,261100
17,1621,299,1028,186900
20,1351,372,1427,144000
26,1471,348,1089,226400
23,1310,267,910,237900
5,1519,186,705,500001
5,1819,245,802,500001
15,2428,513,1687,254400
14,2073,343,1107,311200
43,91,12,58,500001
29,2385,513,1788,220700
26,2762,496,1716,226800
18,4900,814,2984,276200
16,2952,446,1525,320500
19,1684,387,1224,174100
24,4759,921,3188,228700
26,40,8,52,225000
10,3937,1054,2032,252200
26,1669,276,951,225800
19,2174,484,1645,255100
24,1212,251,799,212500
33,2791,496,1714,224900
21,4599,986,2756,225000
18,2514,578,2205,158000
17,127,28,219,112500
24,3217,689,1196,226700
35,1845,325,1343,235300
25,3495,834,2484,230700
33,2015,484,1285,226800
14,4841,1130,813,137500
17,5121,1017,1470,81300
17,4324,854,1656,232400
35,1542,298,1164,236900
24,1297,297,441,47500
33,2154,405,1655,229800
17,3208,617,2286,238000
17,2937,558,1662,255500
20,1032,229,658,219300
24,5230,934,3795,264100
22,765,198,390,87500
13,2164,412,1087,137500
16,3936,788,1910,112500
34,148,28,132,67500
42,3224,708,1940,199700
42,198,32,158,137500
39,446,129,317,208300
27,3236,832,2230,208600
25,3472,956,2267,235600
36,1823,410,1589,234100
48,2068,495,946,218500
36,1651,344,1062,215400
32,1199,229,814,252100
35,995,202,615,217500
27,1797,538,1610,237500
24,4841,894,2656,254500
34,884,153,534,271200
35,1880,370,926,269900
16,5040,1325,3150,264500
33,2581,623,1598,261400
36,815,126,353,258300
36,765,134,306,247600
34,1735,318,1019,242700
33,1582,272,809,287200
35,1293,223,701,281900
35,1440,267,743,254600
32,1754,324,917,298300
33,2321,480,1230,270300
33,2677,644,1469,261800
33,2545,467,1287,282200
41,1150,249,729,261100
18,1712,509,972,238900
16,3249,947,1637,198400
25,1527,325,707,212200
36,1054,193,546,240000
33,3570,776,1922,238700
18,6649,1712,3604,307400
26,3637,933,2249,262900
37,1755,325,699,251300
35,1249,232,556,287100
32,1484,274,673,279900
36,832,211,545,244400
52,906,227,1662,231600
18,1922,561,1096,244000
48,1246,294,697,235500
42,1421,330,659,237900
52,2382,523,1096,236100
42,2174,420,1304,286500
29,3377,853,1674,229300
41,2151,473,1092,250000
36,1893,359,797,257600
37,1822,329,845,251100
36,3142,632,1372,246100
25,5236,1320,2529,256100
31,1866,465,821,275900
36,1683,286,740,294700
26,3269,788,1427,288300
35,2294,411,1054,276900
42,2001,402,942,255400
36,844,153,373,254100
18,4438,939,1901,288300
34,1461,299,739,252600
37,663,127,293,247800
30,2645,462,1506,330500
30,3742,633,1721,302400
27,3353,653,1571,315600
21,8275,1566,3636,302100
25,3223,612,1529,287600
35,1907,326,912,294300
35,1802,291,841,313900
33,2023,425,1016,285800
28,3840,629,1883,335900
28,4863,901,2110,342000
28,5096,1011,2588,355200
17,9789,2552,4748,279800
20,4461,864,2042,217700
32,2248,460,1191,288900
34,2034,359,1016,288300
26,3285,502,1443,339600
19,4620,1404,2672,237500
11,1711,493,1094,227700
39,1164,199,619,263200
20,1145,198,431,281900
26,4310,678,1819,365500
31,3890,711,1898,290900
21,7628,2166,3637,267500
25,5775,1225,3580,314900
25,5463,1351,2758,277300
33,726,168,351,270500
30,4238,1010,1914,307000
27,2462,570,1278,329500
30,1758,248,814,332500
21,4193,1068,2487,293000
25,1455,370,734,262500
25,5641,1517,3786,267500
20,4228,1006,2334,227300
22,2593,637,1249,212500
20,710,188,363,214100
17,1330,271,408,181300
52,777,148,362,262500
9,1503,381,715,234300
30,3734,813,1834,260000
19,7027,1847,3759,242900
30,3404,693,1794,283200
33,2120,349,907,283000
31,2750,664,1459,264900
33,1940,327,877,280400
25,4707,695,1995,296100
27,2427,403,1301,277300
26,1182,309,620,269100
28,3688,633,1877,272600
27,3526,589,1725,275000
27,2937,497,1454,273500
32,2930,481,1336,344100
23,4040,843,2181,303400
31,3340,735,1891,275000
24,1240,263,690,283000
25,4096,743,2027,300300
29,2721,682,1602,265300
17,1527,267,775,278000
25,3075,564,1633,269400
29,2658,484,1318,298900
28,5018,1066,2846,273900
22,6114,1211,2983,269100
31,3347,589,1566,286800
19,2174,454,998,255100
22,1408,351,636,333300
30,3298,634,1532,332000
37,3109,541,1566,413500
32,1382,239,705,405400
26,3032,605,1208,430900
35,1018,169,484,371900
34,2906,544,1282,268200
36,1089,182,535,252600
21,1354,289,639,234200
34,2231,360,1035,243200
32,1555,287,779,260100
35,1484,244,664,245300
24,5046,1001,2449,274600
30,2327,419,1114,272000
26,6777,1051,3319,279400
19,1741,294,632,290500
26,2561,388,1165,363800
26,2574,414,1096,335900
27,1265,216,660,281200
22,2614,453,1240,271800
27,4866,668,1956,405000
21,4872,594,1811,500001
36,4423,632,1719,476400
22,2781,523,1291,445900
46,10088,1910,3728,500001
35,4709,723,1866,500001
20,2345,322,890,500001
35,2553,533,1117,436100
33,3585,935,1511,396300
36,3191,430,1234,500001
19,1858,359,790,339300
32,2892,496,1193,367800
27,2331,461,1178,340700
21,1214,192,500,347800
17,4034,611,1158,442500
19,755,93,267,500001
25,1743,212,604,500001
21,2775,389,856,496400
22,4240,532,1480,500001
35,3574,485,1325,500001
33,1664,271,759,415800
27,3340,451,1220,500001
24,2411,299,847,500001
34,1764,243,692,500001
31,1574,193,551,500001
29,2718,365,982,500001
14,2561,404,1172,500001
34,2892,413,903,500001
24,1521,209,539,500001
28,2796,365,1085,500001
22,3118,438,1147,500001
18,2550,312,999,500001
25,3845,492,1461,500001
31,3136,431,1190,500001
22,2038,260,773,500001
35,3133,541,1449,346100
33,2170,311,854,500001
32,2782,495,1092,335900
32,4350,645,1551,500001
29,3752,468,1320,500001
25,3437,428,1198,500001
28,3825,473,1415,500001
16,1612,221,567,500001
19,3625,432,1252,500001
25,4460,553,1608,500001
24,4973,709,1692,500001
29,1945,269,826,498800
30,3033,540,1440,380800
25,4601,696,2003,455500
25,4111,538,1585,500001
11,5488,706,1947,500001
13,2173,349,891,420000
23,4507,751,2167,500001
24,4401,698,1818,500001
30,2268,404,1197,485300
17,2560,396,959,368900
20,4475,1048,2271,396200
13,2057,466,790,288300
21,2052,346,933,416300
26,2690,401,1264,474700
17,3674,824,1364,436400
22,4011,963,2206,351200
27,2826,451,1259,431400
29,2476,434,1217,393800
24,3388,633,1627,355100
26,1714,270,778,417000
25,2366,417,1076,345900
25,2131,410,1132,409100
25,3807,600,1678,411300
25,4044,551,1699,380600
23,6846,1078,2951,332000
28,3811,585,1795,372700
29,3429,524,1518,400700
19,2885,859,1520,275700
30,3007,554,1551,326300
22,3583,758,1792,335300
34,2629,433,1301,341400
35,2355,384,1248,332500
26,1983,301,924,354600
32,2134,328,903,341900
27,4336,754,2009,348300
33,2563,434,1230,340100
15,5132,1059,2156,404800
34,3450,731,1915,244500
26,1391,241,700,332700
32,3108,613,1577,284000
33,4211,918,2389,242200
25,3823,584,1689,373600
23,4221,671,1782,412300
16,1755,410,674,231200
30,1036,151,467,360600
30,4033,794,1788,338700
26,2785,418,1221,365700
22,3219,756,1479,354400
26,1992,328,980,350000
28,2488,396,1190,344700
25,5404,906,2338,451800
25,3095,514,1251,352100
33,2517,496,1158,289500
20,4304,851,2059,333000
27,1716,290,817,343100
31,3344,620,1604,351500
31,3080,526,1493,344200
34,2494,375,1399,388100
34,2515,401,1079,423900
31,1443,215,627,416500
20,3435,593,1293,451400
28,3250,485,1328,431600
28,3081,460,1260,432600
16,1156,198,455,292900
28,1582,264,696,370100
25,1994,287,704,447300
17,1165,278,598,342400
23,2590,725,1795,225000
19,3694,1036,2496,271500
35,1365,256,662,291400
34,2400,419,1017,316900
27,2621,513,1063,409700
31,1795,281,872,381800
35,2693,493,1343,327500
32,2510,578,1160,322700
23,5135,911,2351,430100
28,2490,345,948,411900
20,2016,313,767,383000
29,1733,255,679,406800
26,3298,460,1241,403000
27,3885,661,1537,344700
16,2697,803,1369,367400
17,2975,608,1465,362200
18,1221,255,507,228400
19,3811,1227,1930,311400
16,3402,1193,1479,500001
21,2471,677,1486,243800
25,2074,387,1273,378000
16,1105,354,499,253600
24,1709,437,892,335200
25,2796,429,1267,349000
21,2483,396,1194,346300
16,3716,916,1551,323600
19,2237,433,1158,368300
25,3534,949,1880,337000
17,6012,1737,3539,239400
9,2966,770,1430,256000
41,2123,425,1032,284800
30,1269,290,556,325000
42,1125,273,616,252800
33,2757,489,1201,311600
38,2850,550,1518,273600
21,2667,798,1433,252400
43,1261,317,836,224600
32,726,204,538,230400
8,5686,1489,3250,327700
11,2559,694,1309,167300
25,2213,360,1066,360900
16,1434,372,804,178100
22,3280,933,1842,232700
32,1889,487,1321,254400
26,2500,962,2374,222200
36,1976,361,1348,252600
36,1236,229,880,239400
34,2600,650,1994,250200
35,2348,531,1475,261000
